caller_file|caller_name|caller_type|callee_name|call_line
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busProxy\boCommonLibProxy\cboEmployeeProxy.cls|IsAmerenUE|Function|l_objcboEmployee.IsAmerenUE|IsAmerenUE = l_objcboEmployee.IsAmerenUE(v_datChgDate)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busProxy\boCommonLibProxy\cboEmployeeProxy.cls|IsAmerenUEBenefitParticipant|Function|l_objcboEmployee.IsAmerenUEBenefitParticipant|IsAmerenUEBenefitParticipant = l_objcboEmployee.IsAmerenUEBenefitParticipant(v_datChgDate)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busProxy\boCommonLibProxy\cboEmployeeProxy.cls|IsCILCOLocal8MaterialHandler|Function|l_objcboEmployee.IsCILCOLocal8MaterialHandler|IsCILCOLocal8MaterialHandler = l_objcboEmployee.IsCILCOLocal8MaterialHandler(v_datChgDate)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busProxy\boCommonLibProxy\cboEmployeeProxy.cls|IsCallawaySecurity|Function|l_objcboEmployee.IsCallawaySecurity|IsCallawaySecurity = l_objcboEmployee.IsCallawaySecurity(v_datChgDate)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busProxy\boCommonLibProxy\cboEmployeeProxy.cls|IsCoffeen|Function|l_objcboEmployee.IsCoffeen|IsCoffeen = l_objcboEmployee.IsCoffeen(v_datChgDate)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busProxy\boCommonLibProxy\cboEmployeeProxy.cls|IsCoffeen12HourAgreement|Function|l_objcboEmployee.IsCoffeen12HourAgreement|IsCoffeen12HourAgreement = l_objcboEmployee.IsCoffeen12HourAgreement(v_datChgDate)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busProxy\boCommonLibProxy\cboEmployeeProxy.cls|IsCoffeen12HourAgreementJob|Function|l_objcboEmployee.IsCoffeen12HourAgreementJob|IsCoffeen12HourAgreementJob = l_objcboEmployee.IsCoffeen12HourAgreementJob(v_datChgDate, v_strJob)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busProxy\boCommonLibProxy\cboEmployeeProxy.cls|IsCoffeenMaintenance|Function|l_objcboEmployee.IsCoffeenMaintenance|IsCoffeenMaintenance = l_objcboEmployee.IsCoffeenMaintenance(v_datChgDate)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busProxy\boCommonLibProxy\cboEmployeeProxy.cls|IsCoffeenOperations|Function|l_objcboEmployee.IsCoffeenOperations|IsCoffeenOperations = l_objcboEmployee.IsCoffeenOperations(v_datChgDate)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busProxy\boCommonLibProxy\cboEmployeeProxy.cls|IsContract|Function|l_objcboEmployee.IsContract|IsContract = l_objcboEmployee.IsContract(v_datChgDate)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busProxy\boCommonLibProxy\cboEmployeeProxy.cls|IsDOJM|Function|l_objcboEmployee.IsDOJM|IsDOJM = l_objcboEmployee.IsDOJM(v_datChgDate)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busProxy\boCommonLibProxy\cboEmployeeProxy.cls|IsEdwardsOperations|Function|l_objcboEmployee.IsEdwardsOperations|IsEdwardsOperations = l_objcboEmployee.IsEdwardsOperations(v_datChgDate)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busProxy\boCommonLibProxy\cboEmployeeProxy.cls|IsEligibleJobForSundayPremium|Function|l_objcboEmployee.IsEligibleJobForSundayPremium|IsEligibleJobForSundayPremium = l_objcboEmployee.IsEligibleJobForSundayPremium(v_datChgDate)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busProxy\boCommonLibProxy\cboEmployeeProxy.cls|IsEntitledToSaturdayPremium|Function|l_objcboEmployee.IsEntitledToSaturdayPremium|IsEntitledToSaturdayPremium = l_objcboEmployee.IsEntitledToSaturdayPremium()
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busProxy\boCommonLibProxy\cboEmployeeProxy.cls|IsEntitledToSundayPremium|Function|l_objcboEmployee.IsEntitledToSundayPremium|IsEntitledToSundayPremium = l_objcboEmployee.IsEntitledToSundayPremium()
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busProxy\boCommonLibProxy\cboEmployeeProxy.cls|IsExecutive|Function|l_objcboEmployee.IsExecutive|IsExecutive = l_objcboEmployee.IsExecutive(v_datChgDate)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busProxy\boCommonLibProxy\cboEmployeeProxy.cls|IsExecutiveShiftWorker|Function|l_objcboEmployee.IsExecutiveShiftWorker|IsExecutiveShiftWorker = l_objcboEmployee.IsExecutiveShiftWorker(v_datChgDate)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busProxy\boCommonLibProxy\cboEmployeeProxy.cls|IsHutsonville12HourAgreement|Function|l_objcboEmployee.IsHutsonville12HourAgreement|IsHutsonville12HourAgreement = l_objcboEmployee.IsHutsonville12HourAgreement(v_datChgDate)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busProxy\boCommonLibProxy\cboEmployeeProxy.cls|IsHutsonville12HourAgreementJob|Function|l_objcboEmployee.IsHutsonville12HourAgreementJob|IsHutsonville12HourAgreementJob = l_objcboEmployee.IsHutsonville12HourAgreementJob(v_datChgDate, v_strJob)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busProxy\boCommonLibProxy\cboEmployeeProxy.cls|IsHutsonvilleLocal148|Function|l_objcboEmployee.IsHutsonvilleLocal148|IsHutsonvilleLocal148 = l_objcboEmployee.IsHutsonvilleLocal148(v_datChgDate)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busProxy\boCommonLibProxy\cboEmployeeProxy.cls|IsHutsonvilleMaint|Function|l_objcboEmployee.IsHutsonvilleMaint|IsHutsonvilleMaint = l_objcboEmployee.IsHutsonvilleMaint(v_datChgDate)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busProxy\boCommonLibProxy\cboEmployeeProxy.cls|IsHutsonvilleMaintJob|Function|l_objcboEmployee.IsHutsonvilleMaintJob|IsHutsonvilleMaintJob = l_objcboEmployee.IsHutsonvilleMaintJob(v_datChgDate, v_strJob)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busProxy\boCommonLibProxy\cboEmployeeProxy.cls|IsJobEligibleForSundayPremium|Function|l_objcboEmployee.IsJobEligibleForSundayPremium|IsJobEligibleForSundayPremium = l_objcboEmployee.IsJobEligibleForSundayPremium(v_datChgDate, v_strJob)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busProxy\boCommonLibProxy\cboEmployeeProxy.cls|IsLunchFloater|Function|l_objcboEmployee.IsLunchFloater|IsLunchFloater = l_objcboEmployee.IsLunchFloater(v_datChgDate)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busProxy\boCommonLibProxy\cboEmployeeProxy.cls|IsNonExemptExecutive|Function|l_objcboEmployee.IsNonExemptExecutive|IsNonExemptExecutive = l_objcboEmployee.IsNonExemptExecutive(v_datChgDate)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busProxy\boCommonLibProxy\cboEmployeeProxy.cls|IsQuarterlyExecutive|Function|l_objcboEmployee.IsQuarterlyExecutive|IsQuarterlyExecutive = l_objcboEmployee.IsQuarterlyExecutive(v_datChgDate)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busProxy\boCommonLibProxy\cboEmployeeProxy.cls|IsSubstationOrTransmission|Function|l_objcboEmployee.IsSubstationOrTransmission|IsSubstationOrTransmission = l_objcboEmployee.IsSubstationOrTransmission(v_datChgDate)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busProxy\boCommonLibProxy\cboEmployeeProxy.cls|IsSubstationOrTransmissionEmployee|Function|l_objcboEmployee.IsSubstationOrTransmissionEmployee|IsSubstationOrTransmissionEmployee = l_objcboEmployee.IsSubstationOrTransmissionEmployee(v_strUnionCode, v_strDeptNum)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busProxy\boCommonLibProxy\cboEmployeeProxy.cls|IsUnion148|Function|l_objcboEmployee.IsUnion148|IsUnion148 = l_objcboEmployee.IsUnion148(v_datChgDate)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busProxy\boCommonLibProxy\cboEmployeeProxy.cls|PartialHourMinutes|Function|l_objcboEmployee.PartialHourMinutes|PartialHourMinutes = l_objcboEmployee.PartialHourMinutes(v_datChargeDate)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busProxy\busCodeTablesProxy\cbsCodeTablesProxy.cls|ExceptionCodeIsValid|Function|l_objcbsCodeTables.ExceptionCodeIsValid|ExceptionCodeIsValid = l_objcbsCodeTables.ExceptionCodeIsValid(v_strExcCd)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busProxy\busCodeTablesProxy\cbsCodeTablesProxy.cls|ExceptionCodeIsValidFor|Function|l_objcbsCodeTables.ExceptionCodeIsValidFor|ExceptionCodeIsValidFor = l_objcbsCodeTables.ExceptionCodeIsValidFor(v_strExcCd, v_strExecConInd, v_strBenefitsIND)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busProxy\busCodeTablesProxy\cbsCodeTablesProxy.cls|ExceptionCodeIsWorking|Function|l_objcbsCodeTables.ExceptionCodeIsWorking|ExceptionCodeIsWorking = l_objcbsCodeTables.ExceptionCodeIsWorking(v_strExcCd)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busProxy\busCodeTablesProxy\cbsCodeTablesProxy.cls|ExceptionIsCaseRelated|Function|l_objcbsCodeTables.ExceptionIsCaseRelated|ExceptionIsCaseRelated = l_objcbsCodeTables.ExceptionIsCaseRelated(v_strExcCd)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busProxy\busCodeTablesProxy\cbsCodeTablesProxy.cls|ExceptionIsECNonProductive|Function|l_objcbsCodeTables.ExceptionIsECNonProductive|ExceptionIsECNonProductive = l_objcbsCodeTables.ExceptionIsECNonProductive(v_strExcCd)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busProxy\busCodeTablesProxy\cbsCodeTablesProxy.cls|ExceptionIsEligibleForFamilyLeave|Function|l_objcbsCodeTables.ExceptionIsEligibleForFamilyLeave|ExceptionIsEligibleForFamilyLeave = l_objcbsCodeTables.ExceptionIsEligibleForFamilyLeave(v_strExcCd)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busProxy\busCodeTablesProxy\cbsCodeTablesProxy.cls|ExceptionIsEligibleForScheduleChangePayment|Function|l_objcbsCodeTables.ExceptionIsEligibleForScheduleChangePayment|ExceptionIsEligibleForScheduleChangePayment = l_objcbsCodeTables.ExceptionIsEligibleForScheduleChangePayment(v_strExcCd)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busProxy\busCodeTablesProxy\cbsCodeTablesProxy.cls|ExceptionIsOtherPay|Function|l_objcbsCodeTables.ExceptionIsOtherPay|ExceptionIsOtherPay = l_objcbsCodeTables.ExceptionIsOtherPay(v_strExcCd)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busProxy\busCodeTablesProxy\cbsCodeTablesProxy.cls|ExceptionIsOverride|Function|l_objcbsCodeTables.ExceptionIsOverride|ExceptionIsOverride = l_objcbsCodeTables.ExceptionIsOverride(v_strExcCd)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busProxy\busCodeTablesProxy\cbsCodeTablesProxy.cls|ExceptionIsOvertimeBankRelated|Function|l_objcbsCodeTables.ExceptionIsOvertimeBankRelated|ExceptionIsOvertimeBankRelated = l_objcbsCodeTables.ExceptionIsOvertimeBankRelated(v_strExcCd)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busProxy\busCodeTablesProxy\cbsCodeTablesProxy.cls|ExceptionIsOvertimeRelated|Function|l_objcbsCodeTables.ExceptionIsOvertimeRelated|ExceptionIsOvertimeRelated = l_objcbsCodeTables.ExceptionIsOvertimeRelated(v_strExcCd)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busProxy\busCodeTablesProxy\cbsCodeTablesProxy.cls|ExceptionIsUnpaid|Function|l_objcbsCodeTables.ExceptionIsUnpaid|ExceptionIsUnpaid = l_objcbsCodeTables.ExceptionIsUnpaid(v_strExcCd, v_strExecConInd)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busProxy\busCodeTablesProxy\cbsCodeTablesProxy.cls|ExceptionIsValidInsideOfSchedule|Function|l_objcbsCodeTables.ExceptionIsValidInsideOfSchedule|ExceptionIsValidInsideOfSchedule = l_objcbsCodeTables.ExceptionIsValidInsideOfSchedule(v_strExcCd)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busProxy\busCodeTablesProxy\cbsCodeTablesProxy.cls|ExceptionIsValidOutsideOfSchedule|Function|l_objcbsCodeTables.ExceptionIsValidOutsideOfSchedule|ExceptionIsValidOutsideOfSchedule = l_objcbsCodeTables.ExceptionIsValidOutsideOfSchedule(v_strExcCd)
